Company Code,Company Name,Category,Registration Status,Validity Period,Bumiputera Status,Bumiputera Validity,Certificate No,Classifications
REG-C1AF6605D5,THEO EMPIRE ENTERPRISE,Works,Valid,10/1/2027,yes,10/1/2027,,"F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b"
14/2004,ABOL AND SON ENTERPRISE,Works,Expired,29/09/2025,yes,29/09/2025,UPK-K/15804,"E-VI-1, E-VI-2, E-VI-3, E-VI-4, E-VI-5a, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
SB2014018,ALCO & SON ENTERPRISE,Works,Expired,8/3/2024,yes,8/3/2024,UPKJ/W/000414,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SB2011017,AMTICA JAYA ENTERPRISE,Works,Valid,13/09/2027,yes,13/09/2027,UPKJ/W/007003,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b"
KWT/SB2019037,ARVESSA ENTERPRISE,Works,Valid,27/03/2027,yes,27/03/2027,UPKJ/W/006978,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
38/2002,ASAL BUMI ENTERPRISE,Works,Valid,28/03/2027,yes,28/03/2027,UPK-K/14173,"F-I-1, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1d, F-III-1e, F-III-2a, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-3, E-IV-4a, E-IV-4b"
KWT/7/2004,ASON AND SON ENTERPRISE,Works,Expired,22/02/2026,yes,22/02/2026,UPK-K/15042,"F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
1096907-W,BESUAJAYA ENTERPRISE SDN BHD,Works,Valid,24/11/2026,yes,24/11/2026,UPK-K/10700,"F-II-5a, F-II-5c, F-II-6a, F-II-6b, E-I-1, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2c, E-III-2d, E-III-3b, E-IV-4a, E-IV-4b"
SB2014031,BIPNEC ENTERPRISE,Works,Valid,29/12/2026,yes,29/12/2026,UPKJ/W/002679,"F-I-1, F-I-2ib, F-I-2iib, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
23/99,BNV ENTERPRISE,Works,Valid,23/04/2026,yes,23/04/2026,UPKJ/W/006921,"E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, F-I-1, F-I-2iic, F-I-3iia, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
KWT/BNR/011/2022,CAHAYA NAGA ENTERPRISE,Works,Valid,10/3/2027,yes,10/3/2027,UPKJ/W/007217,"F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1b"
SB2015031,"D,ORANES JAYA ENTERPRISE",Works,Valid,26/01/2027,yes,26/01/2027,UPKJ/W/006140,"B-II-1a, B-II-1b, B-II-1c, B-II-2a, B-II-2b, B-II-3a, B-II-3b, B-II-3c, B-II-5a, B-II-5b, B-II-5c, B-II-6, B-II-7, E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-3iia, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b"
KWT/BNR/010/2021,DIAN'S ENTERPRISE,Works,Valid,28/02/2027,yes,28/02/2027,UPKJ/W/004313,"F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
KWT/SB2016040,ENCHING BELIAN ENTERPRISE,Works,Expired,7/2/2022,yes,7/2/2022,UPK-K/12859,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
KWT/SB2016037,FS ENTERPRISE,Works,Expired,21/05/2023,yes,21/05/2023,UPK-K/10050,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
KWT/SB2019013,J.R ENTERPRISE,Works,Expired,29/02/2024,yes,29/02/2024,UPKJ/W/000294,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
KWT/SB201712,JAFENA ENTERPRISE,Works,Expired,14/09/2025,yes,14/09/2025,UPKJ/W/006991,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2014015,JR CONSTRUCTION ENTERPRISE,Works,Expired,12/7/2022,yes,12/7/2022,UPK-K/08868,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SB2011009,KABAH CAHAYA ENTERPRISE,Works,Valid,3/11/2027,yes,3/11/2027,UPK-K/10667,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2014039,KABAN KITAI ENTERPRISE,Works,Valid,1/6/2028,yes,1/6/2028,UPK-K/09709,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
SB2015039,KABISCOV GENERAL CONTRACTOR & SUPPLIES,Works,Expired,4/5/2022,yes,4/5/2022,UPK-K/09646,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b"
KWT/SB2017011,LAUT EMAS ENTERPRISE,Works,Valid,8/5/2027,yes,8/5/2027,UPKJ/W/005833,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2iic, F-I-3ia, F-I-3iia, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2013004,LIAN ENTERPRISE,Works,Valid,10/6/2026,yes,10/6/2026,"UPK-K/12548, UPK-B/05692","E-I-1, E-I-2iic"
30/2002,LIKI ENTERPRISE,Works,Expired,13/02/2026,yes,13/02/2026,UPK-K/12170,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2013028,LUBOK BALING ENTERPRISE,Works,Valid,1/2/2027,yes,1/2/2027,UPKJ/W/000095,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
KWT/14/2001 ( sijil SPKK : 0120070711-SR114285,MOHAMAD BROTHERS CONSTRUCTION,Works,Valid,1/5/2028,yes,1/5/2028,UPK-K/13564,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c"
REG-5EA7C83199,MW RESOURCES,Works,Valid,28/11/2026,yes,28/11/2026,UPKJ/W/003045,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
20/2000,NG. MACHAN TRANSPORT COMPANY,Works,Valid,,yes,,UPKJ/W/006639,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c"
REG-F7EB218CDE,RAINLEN ENTERPRISE,Works,Valid,17/01/2027,yes,17/01/2027,UPKJ/W/003776,"F-I-1, F-II-1a, F-II-1b, F-II-2a, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
49/1999,REJANG ENTERPRISE,Works,Valid,23/12/2026,yes,23/12/2026,UPKJ/W/000452 & UPK-B/06784,"B-I-1, B-I-2ia, B-I-2iia, B-I-2ib, B-I-2iib, B-I-3iia, B-II-1a, B-II-1b, B-II-1c, B-II-2a, B-II-2b, B-II-5a, B-II-5b, B-II-5c, B-II-6a, B-II-6b, B-II-7, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b"
11/1/1991,REPONG & SONS ENTERPRISE,Works,Valid,15/10/2026,yes,15/10/2026,UPK-K/15122 & UPK-B/03078,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b"
SB2012021,ROAOLROSO ENTERPRISE,Works,Valid,26/03/2028,yes,26/03/2028,UPK-K/09912,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
32/83,SARIBU & SONS ENTERPRISE,Works,Expired,22/10/2024,yes,22/10/2024,UPKJ/W/002416,"F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11"
KWT/26/2000,SEMBAWANG ENTERPRISE,Works,Valid,23/05/2027,yes,23/05/2027,UPKJ/W/005437,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2010004,SERI MAJU ENTERPRISE,Works,Valid,23/12/2026,yes,23/12/2026,UPK-K/14572,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
53/2000,SETIA ANGKUT ENTERPRISE,Works,Valid,29/12/2026,yes,29/12/2026,UPKJ/W/001833,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2iic, F-I-3ia, F-I-3iia, F-II-1a, F-II-1b, F-II-1c, F-II-2a, F-II-2b, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2007015,SITI NORAIN'S ENTERPRISE,Works,Valid,12/6/2027,yes,12/6/2027,UPK-K/15306,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
SB2016009,SSP JAYA ENTERPRISE,Works,Valid,28/10/2027,yes,28/10/2027,UPKJ/W/005732,"E-I-1, E-I-4a, E-I-4b, E-I-4c, E-II-1b, E-II-1c, E-II-5a, E-II-5b, E-II-5c, E-III-1a, E-III-1b, E-III-1d, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1b, E-IV-2a, E-IV-4a, E-IV-4b"
Jan-01,SYARIKAT ANAK ANGKAT BERSATU,Works,Valid,28/08/2026,yes,28/08/2026,UPK-K/09473,"F-II-6b, F-III-1b"
21/2005,SYARIKAT BANGUN MAJU ENTERPRISE,Works,Expired,7/4/2021,yes,7/4/2021,UPK-K/11456,"F-I-1, F-I-2ia, F-I-2iia, F-I-2ib, F-I-2iib, F-I-2ic, F-I-2iic, F-I-3ia, F-I-3iia, F-I-3b, F-I-3c, F-I-4a, F-I-4b, F-I-4c, F-I-4d, F-I-5a, F-I-5b, F-I-6, F-I-7, F-I-8, F-II-1a, F-II-1b, F-II-1c, F-II-1d, F-II-2a, F-II-2b, F-II-3a, F-II-3b, F-II-3c, F-II-4, F-II-5a, F-II-5b, F-II-5c, F-II-6, F-II-6a, F-II-6b, F-II-7, F-II-8, F-II-9, F-II-10a, F-II-10b, F-II-10c, F-II-10d, F-II-10e, F-II-11, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
KWT/SB2018034,SYARIKAT BUMIPUTRA SG. MAONG MACHAN,Works,Valid,14/06/2027,yes,14/06/2027,UPKJ/W/004026,"E-II-1a, E-II-1b, E-II-1c, E-II-5a, E-II-5b, E-II-5c, F-I-1, F-I-2iic, F-I-3ia, F-I-3iia, F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a"
KWT/SB2020011,SYARIKAT ELMI & SONS,Works,Valid,27/08/2027,yes,27/08/2027,UPKJ/W/006793,"F-I-1, F-II-5a, F-II-5b, F-II-5c, F-II-6a, F-II-6b, F-II-7"
17/2006,SYARIKAT JAYA BAKTI,Works,Valid,18/09/2026,yes,18/09/2026,UPK-K/15130 & UPK-B/05092,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b, E-VI-1, E-VI-2, E-VI-3, E-VI-4, E-VI-5a, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
Jan-96,SYARIKAT JIMMY & BROTHER,Works,Valid,29/12/2026,yes,29/12/2026,UPKJ/W/001944,"F-III-1a, F-III-1b, F-III-1c, F-III-1d, F-III-1e, F-III-2a, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11"
29/2000,"SYARIKAT KADANDIE, KANOWIT",Works,Expired,21/08/2025,yes,21/08/2025,UPKJ/W/006660,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b, E-VI-1, E-VI-2, E-VI-3, E-VI-4, E-VI-5a, E-VI-5ia, E-VI-5iia, E-VI-5b, E-VI-5c, E-VI-5d, E-VI-6"
Nov-88,SYARIKAT LUBUK RINGAU ENTERPRISE,Works,Valid,17/09/2026,yes,17/09/2026,UPK-K/09904,"F-II-6a, F-II-6b, F-III-1a, F-III-1b, F-III-1d"
69/86,SYARIKAT MOHD. TAUFIK,Works,Expired,4/3/2021,yes,4/3/2021,UPK-K/11846,"E-I-1, E-I-2ia, E-I-2iia, E-I-2ib, E-I-2iib, E-I-2ic, E-I-2iic, E-I-3ia, E-I-3iia, E-I-3b, E-I-3c, E-I-4a, E-I-4b, E-I-4c, E-I-4d, E-I-5a, E-I-5b, E-I-6, E-I-7, E-I-8, E-II-1a, E-II-1b, E-II-1c, E-II-1d, E-II-2a, E-II-2b, E-II-3a, E-II-3b, E-II-3c, E-II-4, E-II-5a, E-II-5b, E-II-5c, E-II-6, E-II-6a, E-II-6b, E-II-7, E-II-8, E-II-9, E-II-10a, E-II-10b, E-II-10c, E-II-10d, E-II-10e, E-II-11, E-III-1a, E-III-1b, E-III-1c, E-III-1d, E-III-1e, E-III-2a, E-III-2b, E-III-2c, E-III-2d, E-III-3a, E-III-3b, E-III-3c, E-III-4a, E-III-4b, E-III-4c, E-IV-1a, E-IV-1b, E-IV-2a, E-IV-2b, E-IV-3, E-IV-4a, E-IV-4b"
